5824	Probe deployed.
5825	Enemy Probe detected.
5826	Enemy Probe detected.
5827	Insufficient resources for Hyperspace jump.  Jump aborted.
5828	Insufficient resources for Hyperspace jump.  Jump aborted.
5829	Unit Limit reached.
5830	Unit Limit reached.
5831	Unit Limit reached.
5832	Unit Limit reached.
5850	Resources Exhausted
5851	MISSION FAILED
5852	MISSION SUCCESSFUL
5853	Heavy Cruiser destroyed.
5854	Heavy Cruiser captured.
5855	Heavy Cruiser being boarded.
5856	Heavy Cruiser under attack.
5857	Resource Controller destroyed.
5858	Resource Controller captured.
5859	Resource Controller being boarded.
5860	Resource Controller under attack.
5861	Scout complete.
5862	Interceptor complete.
5863	Assault Bomber complete.
5864	Defender complete.
5865	Cloaked Fighter complete.
5866	Defense Fighter complete.
5867	Light Corvette complete.
5868	Heavy Corvette complete.
5869	Multi-Gun Corvette complete.
5870	Repair Corvette complete.
5871	Salvage Corvette complete.
5872	Support Frigate complete.
5873	Assault Frigate complete.
5874	Ion Cannon Frigate complete.
5875	Drone Frigate complete.
5876	Defense Field Frigate complete.
5877	Heavy Cruiser complete.
5878	Resource Controller complete.
5879	Cloak Generator complete.
5880	GravWell Generator complete.
5881	Proximity Sensor complete.
5882	Sensors Array complete.
5883	Cannot complete transfer.
5884	Insufficient resources. Build paused.

rangeend
