1831	Progenitor Mothership
1832	Hyperspace Gate
1833	Bentus
1834	Bentus
1835	Asteroid
1836	Asteroid
1837	Nemean Station
1838	Xanhus Station
1839	Bentusi Ruins
1840	Bentusi Core Fragment
1841	Debris
1900	Bishop One
1901	Crew Transport
1902	Bishop Two
1903	Bishop Three
1904	Bishop Four
1905	Bishop Five
1906	Bishop Six
2000	Fighter Facility
2001	Enables Fighter Class Production
2002	Resource Drop Off
2003	RU Processing
2004	Research Module
2005	Subsystem Module
2006	Advanced Research Module
2007	Subsystem Module
2008	Corvette Facility
2009	Enables Corvette Production
2010	Hyperspace Module
2011	Subsystem Module
2012	Cloak Generator
2013	Subsystem Module
2014	Frigate Facility
2015	Enables Frigate Production
2016	Advanced Frigate Facility
2017	Enables Advanced Frigate Production
2018	Platform Controller
2019	Subsystem Module
2020	Capital Ship Facility
2021	Enables Capital Ship Production
2022	Advanced Capital Ship Facility
2023	Enables Advanced Capital Ship Production
2024	Pulsar Turret
2025	Anti-Corvette Ship Weapon
2026	Ion Cannon Turret
2027	Anti-Capital Ship Weapon
2028	Kinetic Burst Cannon
2029	Anti-Fighter Weapon
2030	Engines
2031	Conventional Drive Systems
2032	Fire Control Tower
2033	Subsystem Module
2034	Hyperspace Inhibitor
2035	Subsystem Module
2036	Hyperspace Sensors
2037	Sensors Subsystem
2038	Advanced Sensors Array
2039	Sensors Subsystem
2040	Proximity Sensors
2041	Sensors Subsystems
2042	Defense Field
2043	Subsystem
2044	Heavy Gun System
2045	Anti-Corvette Weapon
2046	Flechette Cannon
2047	Anti-Fighter Weapon
2048	Heavy Missile Battery
2049	Anti-Capital Ship Weapon
2050	Communications Facility
2051	Vaygr Command Station
2052	Power Generator
2053	Progenitor Device
2054	Low Orbit Atmosphere Deprivation Weapon
2055	Planetary Bombardment Missile Bay
2056	Mover Construction Facility
2057	Enables Corvette Production
2100	Fighter Class
2101	Corvette Class
2102	Frigate Class
2103	Capital Class
2104	Flagship Class
2105	Platform Class
2106	Utility Class
2107	Module Subsystems
2108	Sensor Subsystems
2109	Munition
2110	Megalith
2113	Fighters
2114	Corvettes
2115	Frigates
2116	Capital Ships
2117	Platforms
2118	Utility Ships
2119	Motherships
2120	Dreadnaughts
2121	Movers
2122	Torpedo Frigates
2123	Capture Frigates
2124	Defense Field Frigates
2125	Destroyers
2126	Carriers
2127	Battlecruisers
2128	Shipyards
2129	Hyperspace Gates
2130	Resource Collectors
2131	Mobile Refineries
2132	Probe
2133	Sensor Distortion Probe
2134	Proximity Sensor
2135	Minelayer Corvettes
2400	EMP
2401	Attack Bomber
2402	Torpedo
2403	The Hand That Shapes
2413	Missile Volley
2414	Burst Attack
2404	Heavy Cruisers
2405	Fighters
2406	Corvettes
2407	Resource Controllers
2408	Salvage Corvettes
2409	Crate
2410	Contents unknown
2411	Relic
2412	RU Generator

rangeend
